temp_c,swvl1,swvl2,solar_MJ,evap_mm,rain_mm,sp,soil_avg,rain_3d,soil_lag1,irrigate,evapotranspiration,humidity,solar_radiation,temperature,rainfall,wind_speed,rain_event,dryness_index,heat_stress,month,NDVI,NDWI
22.048740486111132,0.20885509913888883,0.25705517652777776,15.329625569444445,-5.239031132638889,1.835057504625,91968.07180555555,0.2329551378333333,5.6678540841250005,0.23340956388888884,1,3.02,78.67,16.83,21.61,0.04,2.51,0,2.98,0,1,0.12383669400000001,-0.107741278
21.397939861111134,0.2070877289305555,0.25538656409722216,14.475491152777778,-5.242751542361111,1.5289772206,92106.38430555556,0.23123714651388888,4.4236940188,0.23162036455555554,1,2.56,78.29,17.94,21.01,0.0,2.71,0,2.56,0,1,0.138178722,-0.124306519
21.1309359027778,0.20542727529166666,0.2537839667361111,14.747914347222222,-5.138671126388889,0.7999442888449999,91999.05666666667,0.22960562101388884,3.56420892546,0.23004468213888885,1,2.51,75.99,18.31,20.57,0.0,2.2,0,2.51,0,1,0.15252075,-0.14087176
21.402296388888914,0.20320277798611108,0.25191508479166663,16.850147805555558,-5.728346222916667,0.1496686667625,91895.57638888888,0.22755893138888883,0.74742206012,0.22813828828472216,1,2.58,68.96,20.47,19.76,0.0,1.63,0,2.58,0,1,0.15926442400000002,-0.151977768
21.356864583333355,0.20071824427777774,0.24974674562499996,18.522871583333334,-5.757792365277778,0.0111818311225,91742.08569444444,0.22523249495138886,0.04725009156,0.2258095210972222,1,2.53,66.91,21.24,20.03,0.0,1.43,0,2.53,0,1,0.16600809800000002,-0.163083776
23.067368611111135,0.19831498441666662,0.24750211499999997,18.87360223611111,-6.0091511861111115,0.01949965875,91743.21291666667,0.22290854970833324,0.043129919249999996,0.22349977475694438,1,2.39,60.91,21.47,21.36,0.0,1.34,0,2.39,0,1,0.17275177200000003,-0.17418978400000001
22.33838187500002,0.19611962649999998,0.24530061090277774,18.870154805555558,-6.172099084027778,0.023511297538249973,91625.29166666667,0.22071011870138885,0.06650089428225,0.22121281087499994,1,2.24,67.79,22.11,20.65,0.0,1.58,0,2.24,0,1,0.179495446,-0.185295792
22.2533559027778,0.19439739674305553,0.2433383728472222,18.668771666666665,-5.929606527777778,0.011681019749999974,91607.56597222222,0.21886788479513886,0.06238445288249995,0.21929507802430553,1,2.04,69.28,22.28,19.69,0.01,1.79,0,2.03,0,1,0.18623912,-0.1964018
21.313435000000023,0.1928744845555555,0.24152289458333331,18.762711902777777,-5.71937535,0.0076711167,91562.55208333333,0.21719868956944444,0.0230133501,0.2176037892222222,1,1.89,58.92,22.72,20.54,0.0,1.27,0,1.89,0,1,0.183138673,-0.19207693499999998
21.641221666666688,0.19262737695138885,0.24000379826388885,17.440797888888888,-5.362935783333333,3.9169009312737497,91585.22333333333,0.21631558760763886,8.44911924634625,0.21647564573263883,0,1.44,75.01,19.96,21.63,0.67,1.11,0,0.7699999999999999,0,1,0.180038226,-0.18775207
22.2942152777778,0.19266329891666664,0.2388539844444444,15.111602597222223,-5.199481810416667,6.434498156625001,91641.36569444444,0.2157586416805555,16.49761357185,0.21581575640277773,0,0.9,80.65,17.27,21.3,0.17,2.29,0,0.73,0,1,0.17693777900000002,-0.18342720499999998
21.899105277777803,0.1965367006944444,0.23797745187499997,13.607516430555556,-5.1695120305555555,15.577465455,91707.90277777778,0.21725707628472218,42.4455093305,0.21691025656249996,0,1.19,75.83,16.34,21.23,0.04,2.92,0,1.15,0,1,0.173837332,-0.17910234
